window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,queried_label_counts,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
0,0,500,500,0.0,0.9858012170385395,0.16430020283975658,0.972,,0.49290060851926976,,,0.972,,0.9858012170385395,0.0,,1.0,0.028,0.6182247989015721,False,warmup,0.04804828741358006,0.0,0,{},0,False,0.31840333840051205,0.0
1,500,1000,500,0.0,0.9929506545820745,0.1654917757636791,0.986,,0.49647532729103727,,,0.986,,0.9929506545820745,0.0,,1.0,0.014,0.6403408842679618,False,warmup,0.07488809665332949,0.0,0,{},0,False,0.31840333840051205,0.0
2,1000,1500,500,0.0,0.9909182643794148,0.1651530440632358,0.982,,0.3303060881264716,,,0.982,,0.9909182643794148,0.0,,1.0,0.018,0.6310912230858963,False,warmup,0.0910065770881102,0.0,0,{},0,False,0.31840333840051205,0.0
3,1500,2000,500,0.0,0.9909182643794148,0.1651530440632358,0.982,,0.4954591321897074,,,0.982,,0.9909182643794148,0.0,,1.0,0.018,0.6377885223794136,False,warmup,0.0669171845802998,0.0,0,{},0,False,0.31840333840051205,0.0
4,2000,2500,500,0.0,0.9816700610997964,0.16361167684996605,0.964,,0.4908350305498982,,,0.964,,0.9816700610997964,0.0,,1.0,0.036,0.6285128593289898,False,warmup,0.10055576652204626,0.0,0,{},0,False,0.31840333840051205,0.0
5,2500,3000,500,0.0,0.9919354838709677,0.16532258064516128,0.984,,0.4959677419354839,,,0.984,,0.9919354838709677,0.0,,1.0,0.016,0.633437441597401,False,warmup,0.07436087160321574,0.0,0,{},0,False,0.31840333840051205,0.0
6,3000,3500,500,0.0,0.9878542510121457,0.16464237516869096,0.976,,0.3292847503373819,,,0.976,,0.9878542510121457,0.0,,1.0,0.024,0.6344145934139858,False,warmup,0.03243864214575919,0.0,0,{},0,False,0.31840333840051205,0.0
7,3500,4000,500,0.0,0.9816700610997964,0.16361167684996605,0.964,,0.4908350305498982,,,0.964,,0.9816700610997964,0.0,,1.0,0.036,0.6120102476596475,False,warmup,0.11411859478058672,0.0,0,{},0,False,0.31840333840051205,0.0
8,4000,4500,500,0.0,0.98989898989899,0.16498316498316498,0.98,,0.494949494949495,,,0.98,,0.98989898989899,0.0,,1.0,0.02,0.6475535230192427,False,warmup,0.07667927358457942,0.0,0,{},0,False,0.31840333840051205,0.0
9,4500,5000,500,0.0,0.9795918367346939,0.16326530612244897,0.96,,0.32653061224489793,,,0.96,,0.9795918367346939,0.0,,1.0,0.04,0.6171445521210718,False,warmup,0.05541662474939,0.0,0,{},0,False,0.31840333840051205,0.0
10,5000,5500,500,0.0,0.98989898989899,0.16498316498316498,0.98,,0.32996632996632996,,,0.98,,0.98989898989899,0.0,,1.0,0.02,0.6385523272820404,False,warmup,0.06691799878510138,0.0,0,{},0,False,0.31840333840051205,0.0
11,5500,6000,500,0.0,0.9888776541961577,0.16481294236602628,0.978,,0.49443882709807885,,,0.978,,0.9888776541961577,0.0,,1.0,0.022,0.6440382018675325,False,warmup,0.07384342470944964,0.0,0,{},0,False,0.31840333840051205,0.0
12,6000,6500,500,0.0,0.9949748743718593,0.1658291457286432,0.99,,0.49748743718592964,,,0.99,,0.9949748743718593,0.0,,1.0,0.01,0.6335087342625255,False,warmup,0.06552485918115068,0.0,0,{},0,False,0.31840333840051205,0.0
13,6500,7000,500,0.0,0.982706002034588,0.16378433367243134,0.966,,0.491353001017294,,,0.966,,0.982706002034588,0.0,,1.0,0.034,0.6161919100510868,False,warmup,0.054826829284474576,0.0,0,{},0,False,0.31840333840051205,0.0
14,7000,7500,500,0.0,0.9806320081549439,0.163438668025824,0.962,,0.49031600407747195,,,0.962,,0.9806320081549439,0.0,,1.0,0.038,0.6336048763655998,False,warmup,0.08268091324566093,0.0,0,{},0,False,0.31840333840051205,0.0
15,7500,8000,500,0.0,0.9858012170385395,0.16430020283975658,0.972,,0.32860040567951315,,,0.972,,0.9858012170385395,0.0,,1.0,0.028,0.6311288834162964,False,warmup,0.037560140808536334,0.0,0,{},0,False,0.31840333840051205,0.0
16,8000,8500,500,0.0,0.9929506545820745,0.1654917757636791,0.986,,0.49647532729103727,,,0.986,,0.9929506545820745,0.0,,1.0,0.014,0.6409186581103303,False,warmup,0.08476261427317947,0.0,0,{},0,False,0.31840333840051205,0.0
17,8500,9000,500,0.0,0.98989898989899,0.16498316498316498,0.98,,0.494949494949495,,,0.98,,0.98989898989899,0.0,,1.0,0.02,0.6339410556669016,False,warmup,0.1006889684231705,0.0,0,{},0,False,0.31840333840051205,0.0
18,9000,9500,500,0.0,0.993963782696177,0.16566063044936283,0.988,,0.4969818913480885,,,0.988,,0.993963782696177,0.0,,1.0,0.012,0.6304961132417551,False,warmup,0.04823306532486746,0.0,0,{},0,False,0.31840333840051205,0.0
19,9500,10000,500,0.0,0.98989898989899,0.16498316498316498,0.98,,0.494949494949495,,,0.98,,0.98989898989899,0.0,,1.0,0.02,0.6440805515748064,False,warmup,0.05535461584448947,0.0,0,{},0,False,0.31840333840051205,0.0
20,10000,10500,500,0.0,0.9909182643794148,0.1651530440632358,0.982,,0.4954591321897074,,,0.982,,0.9909182643794148,0.0,,1.0,0.018,0.5967779409711919,False,warmup,0.06413414935476132,0.0,0,{},0,False,0.31840333840051205,0.0
21,10500,11000,500,0.0,0.9909182643794148,0.1651530440632358,0.982,,0.3303060881264716,,,0.982,,0.9909182643794148,0.0,,1.0,0.018,0.5821814331259612,False,warmup,0.07062071917265146,0.0,0,{},0,False,0.31840333840051205,0.0
22,11000,11500,500,0.0,0.9919354838709677,0.16532258064516128,0.984,,0.33064516129032256,,,0.984,,0.9919354838709677,0.0,,1.0,0.016,0.5653229321281912,False,warmup,0.06598120646538437,0.0,0,{},0,False,0.31840333840051205,0.0
