window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,queried_label_counts,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
0,0,500,500,0.0,0.9888776541961577,0.16481294236602628,0.978,,0.49443882709807885,,,0.978,,0.9888776541961577,0.0,,1.0,0.022,0.6264752519699063,False,warmup,0.04711871763755466,0.0,0,{},0,False,0.3350610928842103,0.0
1,500,1000,500,0.0,0.9949748743718593,0.1658291457286432,0.99,,0.49748743718592964,,,0.99,,0.9949748743718593,0.0,,1.0,0.01,0.6458913156783728,False,warmup,0.07580311125358027,0.0,0,{},0,False,0.3350610928842103,0.0
2,1000,1500,500,0.0,0.9919354838709677,0.16532258064516128,0.984,,0.33064516129032256,,,0.984,,0.9919354838709677,0.0,,1.0,0.016,0.6362069414227833,False,warmup,0.08986162122921783,0.0,0,{},0,False,0.3350610928842103,0.0
3,1500,2000,500,0.0,0.9909182643794148,0.1651530440632358,0.982,,0.3303060881264716,,,0.982,,0.9909182643794148,0.0,,1.0,0.018,0.6399248102963523,False,warmup,0.0645109668848079,0.0,0,{},0,False,0.3350610928842103,0.0
4,2000,2500,500,0.0,0.9858012170385395,0.16430020283975658,0.972,,0.49290060851926976,,,0.972,,0.9858012170385395,0.0,,1.0,0.028,0.6369174761991481,False,warmup,0.10100805689061929,0.0,0,{},0,False,0.3350610928842103,0.0
5,2500,3000,500,0.0,0.9929506545820745,0.1654917757636791,0.986,,0.49647532729103727,,,0.986,,0.9929506545820745,0.0,,1.0,0.014,0.6362630143244866,False,warmup,0.07168866537808266,0.0,0,{},0,False,0.3350610928842103,0.0
6,3000,3500,500,0.0,0.98989898989899,0.16498316498316498,0.98,,0.32996632996632996,,,0.98,,0.98989898989899,0.0,,1.0,0.02,0.6407112286181775,False,warmup,0.03211284851592663,0.0,0,{},0,False,0.3350610928842103,0.0
7,3500,4000,500,0.0,0.9868287740628167,0.16447146234380278,0.974,,0.49341438703140833,,,0.974,,0.9868287740628167,0.0,,1.0,0.026,0.6265221071951489,False,warmup,0.11084950276190421,0.0,0,{},0,False,0.3350610928842103,0.0
8,4000,4500,500,0.0,0.9929506545820745,0.1654917757636791,0.986,,0.49647532729103727,,,0.986,,0.9929506545820745,0.0,,1.0,0.014,0.6562690319571372,False,warmup,0.08438282646643398,0.0,0,{},0,False,0.3350610928842103,0.0
9,4500,5000,500,0.0,0.9847715736040609,0.1641285956006768,0.97,,0.49238578680203043,,,0.97,,0.9847715736040609,0.0,,1.0,0.03,0.6289367356536668,False,warmup,0.05117463642181667,0.0,0,{},0,False,0.3350610928842103,0.0
10,5000,5500,500,0.0,0.993963782696177,0.16566063044936283,0.988,,0.4969818913480885,,,0.988,,0.993963782696177,0.0,,1.0,0.012,0.6475873051137003,False,warmup,0.07341347915470364,0.0,0,{},0,False,0.3350610928842103,0.0
11,5500,6000,500,0.0,0.98989898989899,0.16498316498316498,0.98,,0.494949494949495,,,0.98,,0.98989898989899,0.0,,1.0,0.02,0.6475657667600927,False,warmup,0.0737658189746662,0.0,0,{},0,False,0.3350610928842103,0.0
12,6000,6500,500,0.0,0.9969909729187563,0.16616516215312604,0.994,,0.49849548645937813,,,0.994,,0.9969909729187563,0.0,,1.0,0.006,0.6401338576003874,False,warmup,0.0697805673264574,0.0,0,{},0,False,0.3350610928842103,0.0
13,6500,7000,500,0.0,0.9878542510121457,0.16464237516869096,0.976,,0.4939271255060729,,,0.976,,0.9878542510121457,0.0,,1.0,0.024,0.627480686225745,False,warmup,0.056657214880059134,0.0,0,{},0,False,0.3350610928842103,0.0
14,7000,7500,500,0.0,0.9847715736040609,0.1641285956006768,0.97,,0.49238578680203043,,,0.97,,0.9847715736040609,0.0,,1.0,0.03,0.6421964052478694,False,warmup,0.08030503340196017,0.0,0,{},0,False,0.3350610928842103,0.0
15,7500,8000,500,0.0,0.9888776541961577,0.16481294236602628,0.978,,0.32962588473205257,,,0.978,,0.9888776541961577,0.0,,1.0,0.022,0.6391474617544554,False,warmup,0.02831352350647626,0.0,0,{},0,False,0.3350610928842103,0.0
16,8000,8500,500,0.0,0.9969909729187563,0.16616516215312604,0.994,,0.49849548645937813,,,0.994,,0.9969909729187563,0.0,,1.0,0.006,0.6513655615272855,False,warmup,0.08007250620902116,0.0,0,{},0,False,0.3350610928842103,0.0
17,8500,9000,500,0.0,0.98989898989899,0.16498316498316498,0.98,,0.494949494949495,,,0.98,,0.98989898989899,0.0,,1.0,0.02,0.6375772100248683,False,warmup,0.10589912175589625,0.0,0,{},0,False,0.3350610928842103,0.0
18,9000,9500,500,0.0,0.993963782696177,0.16566063044936283,0.988,,0.4969818913480885,,,0.988,,0.993963782696177,0.0,,1.0,0.012,0.63241069960871,False,warmup,0.04717038769928282,0.0,0,{},0,False,0.3350610928842103,0.0
19,9500,10000,500,0.0,0.9909182643794148,0.1651530440632358,0.982,,0.4954591321897074,,,0.982,,0.9909182643794148,0.0,,1.0,0.018,0.6480261684459052,False,warmup,0.05118469198237309,0.0,0,{},0,False,0.3350610928842103,0.0
20,10000,10500,500,0.0,0.9959839357429718,0.16599732262382863,0.992,,0.4979919678714859,,,0.992,,0.9959839357429718,0.0,,1.0,0.008,0.6119283390673765,False,warmup,0.06749695300510826,0.0,0,{},0,False,0.3350610928842103,0.0
21,10500,11000,500,0.0,0.993963782696177,0.16566063044936283,0.988,,0.4969818913480885,,,0.988,,0.993963782696177,0.0,,1.0,0.012,0.5949012419609528,False,warmup,0.0706276637248467,0.0,0,{},0,False,0.3350610928842103,0.0
22,11000,11500,500,0.0,0.9919354838709677,0.16532258064516128,0.984,,0.33064516129032256,,,0.984,,0.9919354838709677,0.0,,1.0,0.016,0.5724755245992091,False,warmup,0.06959295376825056,0.0,0,{},0,False,0.3350610928842103,0.0
23,11500,12000,500,0.0,0.9929506545820745,0.1654917757636791,0.986,,0.49647532729103727,,,0.986,,0.9929506545820745,0.0,,1.0,0.014,0.6366872885212155,False,warmup,0.07665143597578336,0.0,0,{},0,False,0.3350610928842103,0.0
24,12000,12500,500,0.0,0.9979959919839679,0.16633266533066132,0.996,,0.49899799599198397,,,0.996,,0.9979959919839679,0.0,,1.0,0.004,0.6611385955638845,False,warmup,0.04510207665199722,0.0,0,{},0,False,0.3350610928842103,0.0
25,12500,13000,500,0.0,0.993963782696177,0.16566063044936283,0.988,,0.4969818913480885,,,0.988,,0.993963782696177,0.0,,1.0,0.012,0.6594337161768666,False,warmup,0.1519257641844188,0.0,0,{},0,False,0.3350610928842103,0.0
