window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,queried_label_counts,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
0,0,500,500,0.0,0.998998998998999,0.16649983316649983,0.998,,0.4994994994994995,,,0.998,,0.998998998998999,0.0,,1.0,0.002,0.6384126595479541,False,warmup,0.047485517959726865,0.0,0,{},0,False,0.35255229412731026,0.0
1,500,1000,500,0.0,1.0,0.16666666666666666,1.0,,1.0,,,1.0,,1.0,0.0,,1.0,0.0,0.6470976109031904,False,warmup,0.07789127890414659,0.0,0,{},0,False,0.35255229412731026,0.0
2,1000,1500,500,0.0,0.9959839357429718,0.16599732262382863,0.992,,0.33199464524765726,,,0.992,,0.9959839357429718,0.0,,1.0,0.008,0.6364324428900313,False,warmup,0.09102563668981434,0.0,0,{},0,False,0.35255229412731026,0.0
3,1500,2000,500,0.0,0.993963782696177,0.16566063044936283,0.988,,0.33132126089872566,,,0.988,,0.993963782696177,0.0,,1.0,0.012,0.6377420334733475,False,warmup,0.06576566613837638,0.0,0,{},0,False,0.35255229412731026,0.0
4,2000,2500,500,0.0,0.9959839357429718,0.16599732262382863,0.992,,0.4979919678714859,,,0.992,,0.9959839357429718,0.0,,1.0,0.008,0.6497754446806179,False,warmup,0.10167410875090409,0.0,0,{},0,False,0.35255229412731026,0.0
5,2500,3000,500,0.0,0.9969909729187563,0.16616516215312604,0.994,,0.49849548645937813,,,0.994,,0.9969909729187563,0.0,,1.0,0.006,0.6369475198460066,False,warmup,0.0755234629785107,0.0,0,{},0,False,0.35255229412731026,0.0
6,3000,3500,500,0.0,0.993963782696177,0.16566063044936283,0.988,,0.33132126089872566,,,0.988,,0.993963782696177,0.0,,1.0,0.012,0.639905121473523,False,warmup,0.03219017958580528,0.0,0,{},0,False,0.35255229412731026,0.0
7,3500,4000,500,0.0,0.9929506545820745,0.1654917757636791,0.986,,0.3309835515273582,,,0.986,,0.9929506545820745,0.0,,1.0,0.014,0.628953527079069,False,warmup,0.11376129727158099,0.0,0,{},0,False,0.35255229412731026,0.0
8,4000,4500,500,0.0,0.993963782696177,0.16566063044936283,0.988,,0.4969818913480885,,,0.988,,0.993963782696177,0.0,,1.0,0.012,0.649638842358317,False,warmup,0.07988590234475293,0.0,0,{},0,False,0.35255229412731026,0.0
9,4500,5000,500,0.0,0.9878542510121457,0.16464237516869096,0.976,,0.3292847503373819,,,0.976,,0.9878542510121457,0.0,,1.0,0.024,0.6272562132446664,False,warmup,0.05486290213415951,0.0,0,{},0,False,0.35255229412731026,0.0
